series_id,geo_id,geo_name,ref_date,ref_period,frequency,value,unit
bi_consumer_survey.expectation.consumption_spend_3m,0000,Indonesia (national),2014-10-01,M,monthly,162.5,index
bi_consumer_survey.expectation.consumption_spend_3m,0000,Indonesia (national),2014-11-01,M,monthly,165.2,index
bi_consumer_survey.expectation.consumption_spend_3m,0000,Indonesia (national),2014-12-01,M,monthly,168.6,index
bi_consumer_survey.expectation.consumption_spend_3m,0000,Indonesia (national),2015-01-01,M,monthly,160.3,index
bi_consumer_survey.expectation.consumption_spend_3m,0000,Indonesia (national),2015-02-01,M,monthly,157.9,index
bi_consumer_survey.expectation.consumption_spend_3m,0000,Indonesia (national),2015-03-01,M,monthly,163.9,index
bi_consumer_survey.expectation.consumption_spend_3m,0000,Indonesia (national),2015-04-01,M,monthly,172.5,index
bi_consumer_survey.expectation.consumption_spend_3m,0000,Indonesia (national),2015-05-01,M,monthly,173.7,index
bi_consumer_survey.expectation.consumption_spend_3m,0000,Indonesia (national),2015-06-01,M,monthly,173.9,index
bi_consumer_survey.expectation.consumption_spend_3m,0000,Indonesia (national),2015-07-01,M,monthly,163.0,index
bi_consumer_survey.expectation.consumption_spend_3m,0000,Indonesia (national),2015-08-01,M,monthly,159.8,index
bi_consumer_survey.expectation.consumption_spend_3m,0000,Indonesia (national),2015-09-01,M,monthly,161.6,index
bi_consumer_survey.expectation.consumption_spend_3m,0000,Indonesia (national),2015-10-01,M,monthly,155.6,index
bi_consumer_survey.expectation.consumption_spend_3m,0000,Indonesia (national),2015-11-01,M,monthly,155.3,index
bi_consumer_survey.expectation.consumption_spend_3m,0000,Indonesia (national),2015-12-01,M,monthly,158.7,index
bi_consumer_survey.expectation.consumption_spend_3m,0000,Indonesia (national),2016-01-01,M,monthly,159.1,index
bi_consumer_survey.expectation.consumption_spend_3m,0000,Indonesia (national),2016-02-01,M,monthly,161.1,index
bi_consumer_survey.expectation.consumption_spend_3m,0000,Indonesia (national),2016-03-01,M,monthly,161.6,index
bi_consumer_survey.expectation.consumption_spend_3m,0000,Indonesia (national),2016-04-01,M,monthly,163.0,index
bi_consumer_survey.expectation.consumption_spend_3m,0000,Indonesia (national),2016-05-01,M,monthly,165.2,index
bi_consumer_survey.expectation.consumption_spend_3m,0000,Indonesia (national),2016-06-01,M,monthly,157.4,index
bi_consumer_survey.expectation.consumption_spend_3m,0000,Indonesia (national),2016-07-01,M,monthly,144.2,index
bi_consumer_survey.expectation.consumption_spend_3m,0000,Indonesia (national),2016-08-01,M,monthly,150.1,index
bi_consumer_survey.expectation.consumption_spend_3m,0000,Indonesia (national),2016-09-01,M,monthly,154.2,index
bi_consumer_survey.expectation.consumption_spend_3m,0000,Indonesia (national),2016-10-01,M,monthly,154.0,index
bi_consumer_survey.expectation.consumption_spend_3m,0000,Indonesia (national),2016-11-01,M,monthly,156.5,index
bi_consumer_survey.expectation.consumption_spend_3m,0000,Indonesia (national),2016-12-01,M,monthly,154.6,index
bi_consumer_survey.expectation.consumption_spend_3m,0000,Indonesia (national),2017-01-01,M,monthly,155.3,index
bi_consumer_survey.expectation.consumption_spend_3m,0000,Indonesia (national),2017-02-01,M,monthly,161.5,index
bi_consumer_survey.expectation.consumption_spend_3m,0000,Indonesia (national),2017-03-01,M,monthly,162.7,index
bi_consumer_survey.expectation.consumption_spend_3m,0000,Indonesia (national),2017-04-01,M,monthly,161.9,index
bi_consumer_survey.expectation.consumption_spend_3m,0000,Indonesia (national),2017-05-01,M,monthly,165.9,index
bi_consumer_survey.expectation.consumption_spend_3m,0000,Indonesia (national),2017-06-01,M,monthly,159.5,index
bi_consumer_survey.expectation.consumption_spend_3m,0000,Indonesia (national),2017-07-01,M,monthly,155.7,index
bi_consumer_survey.expectation.consumption_spend_3m,0000,Indonesia (national),2017-08-01,M,monthly,156.6,index
bi_consumer_survey.expectation.consumption_spend_3m,0000,Indonesia (national),2017-09-01,M,monthly,156.3,index
